interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-07-06T12:45:00-05:00,2025-07-06 17:45:00+00:00,2025-07-06T13:00:00-05:00,2025-07-06 18:00:00+00:00,SBEAN_BESS,21.12
2025-07-06T13:00:00-05:00,2025-07-06 18:00:00+00:00,2025-07-06T13:15:00-05:00,2025-07-06 18:15:00+00:00,SBEAN_BESS,22.82
2025-07-06T13:15:00-05:00,2025-07-06 18:15:00+00:00,2025-07-06T13:30:00-05:00,2025-07-06 18:30:00+00:00,SBEAN_BESS,23.17
2025-07-06T13:30:00-05:00,2025-07-06 18:30:00+00:00,2025-07-06T13:45:00-05:00,2025-07-06 18:45:00+00:00,SBEAN_BESS,22.01
2025-07-06T13:45:00-05:00,2025-07-06 18:45:00+00:00,2025-07-06T14:00:00-05:00,2025-07-06 19:00:00+00:00,SBEAN_BESS,21.0
2025-07-06T14:00:00-05:00,2025-07-06 19:00:00+00:00,2025-07-06T14:15:00-05:00,2025-07-06 19:15:00+00:00,SBEAN_BESS,20.24
2025-07-06T14:15:00-05:00,2025-07-06 19:15:00+00:00,2025-07-06T14:30:00-05:00,2025-07-06 19:30:00+00:00,SBEAN_BESS,20.36
2025-07-06T14:30:00-05:00,2025-07-06 19:30:00+00:00,2025-07-06T14:45:00-05:00,2025-07-06 19:45:00+00:00,SBEAN_BESS,22.77
2025-07-06T14:45:00-05:00,2025-07-06 19:45:00+00:00,2025-07-06T15:00:00-05:00,2025-07-06 20:00:00+00:00,SBEAN_BESS,21.84
2025-07-06T15:00:00-05:00,2025-07-06 20:00:00+00:00,2025-07-06T15:15:00-05:00,2025-07-06 20:15:00+00:00,SBEAN_BESS,21.47
2025-07-06T15:15:00-05:00,2025-07-06 20:15:00+00:00,2025-07-06T15:30:00-05:00,2025-07-06 20:30:00+00:00,SBEAN_BESS,20.55
2025-07-06T15:30:00-05:00,2025-07-06 20:30:00+00:00,2025-07-06T15:45:00-05:00,2025-07-06 20:45:00+00:00,SBEAN_BESS,21.29
2025-07-06T15:45:00-05:00,2025-07-06 20:45:00+00:00,2025-07-06T16:00:00-05:00,2025-07-06 21:00:00+00:00,SBEAN_BESS,21.04
2025-07-06T16:00:00-05:00,2025-07-06 21:00:00+00:00,2025-07-06T16:15:00-05:00,2025-07-06 21:15:00+00:00,SBEAN_BESS,20.66
2025-07-06T16:15:00-05:00,2025-07-06 21:15:00+00:00,2025-07-06T16:30:00-05:00,2025-07-06 21:30:00+00:00,SBEAN_BESS,21.23
2025-07-06T16:30:00-05:00,2025-07-06 21:30:00+00:00,2025-07-06T16:45:00-05:00,2025-07-06 21:45:00+00:00,SBEAN_BESS,21.47
2025-07-06T16:45:00-05:00,2025-07-06 21:45:00+00:00,2025-07-06T17:00:00-05:00,2025-07-06 22:00:00+00:00,SBEAN_BESS,23.89
