interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-07-12T07:00:00-05:00,2025-07-12 12:00:00+00:00,2025-07-12T08:00:00-05:00,2025-07-12 13:00:00+00:00,SBEAN_BESS,28.18
2025-07-12T08:00:00-05:00,2025-07-12 13:00:00+00:00,2025-07-12T09:00:00-05:00,2025-07-12 14:00:00+00:00,SBEAN_BESS,21.81
2025-07-12T09:00:00-05:00,2025-07-12 14:00:00+00:00,2025-07-12T10:00:00-05:00,2025-07-12 15:00:00+00:00,SBEAN_BESS,19.69
2025-07-12T10:00:00-05:00,2025-07-12 15:00:00+00:00,2025-07-12T11:00:00-05:00,2025-07-12 16:00:00+00:00,SBEAN_BESS,21.84
2025-07-12T11:00:00-05:00,2025-07-12 16:00:00+00:00,2025-07-12T12:00:00-05:00,2025-07-12 17:00:00+00:00,SBEAN_BESS,24.59
2025-07-12T12:00:00-05:00,2025-07-12 17:00:00+00:00,2025-07-12T13:00:00-05:00,2025-07-12 18:00:00+00:00,SBEAN_BESS,26.74
2025-07-12T13:00:00-05:00,2025-07-12 18:00:00+00:00,2025-07-12T14:00:00-05:00,2025-07-12 19:00:00+00:00,SBEAN_BESS,31.6
2025-07-12T14:00:00-05:00,2025-07-12 19:00:00+00:00,2025-07-12T15:00:00-05:00,2025-07-12 20:00:00+00:00,SBEAN_BESS,36.24
2025-07-12T15:00:00-05:00,2025-07-12 20:00:00+00:00,2025-07-12T16:00:00-05:00,2025-07-12 21:00:00+00:00,SBEAN_BESS,37.93
2025-07-12T16:00:00-05:00,2025-07-12 21:00:00+00:00,2025-07-12T17:00:00-05:00,2025-07-12 22:00:00+00:00,SBEAN_BESS,40.16
2025-07-12T17:00:00-05:00,2025-07-12 22:00:00+00:00,2025-07-12T18:00:00-05:00,2025-07-12 23:00:00+00:00,SBEAN_BESS,46.15
2025-07-12T18:00:00-05:00,2025-07-12 23:00:00+00:00,2025-07-12T19:00:00-05:00,2025-07-13 00:00:00+00:00,SBEAN_BESS,52.98
2025-07-12T19:00:00-05:00,2025-07-13 00:00:00+00:00,2025-07-12T20:00:00-05:00,2025-07-13 01:00:00+00:00,SBEAN_BESS,73.4
2025-07-12T20:00:00-05:00,2025-07-13 01:00:00+00:00,2025-07-12T21:00:00-05:00,2025-07-13 02:00:00+00:00,SBEAN_BESS,79.66
2025-07-12T21:00:00-05:00,2025-07-13 02:00:00+00:00,2025-07-12T22:00:00-05:00,2025-07-13 03:00:00+00:00,SBEAN_BESS,72.28
2025-07-12T22:00:00-05:00,2025-07-13 03:00:00+00:00,2025-07-12T23:00:00-05:00,2025-07-13 04:00:00+00:00,SBEAN_BESS,58.66
2025-07-12T23:00:00-05:00,2025-07-13 04:00:00+00:00,2025-07-13T00:00:00-05:00,2025-07-13 05:00:00+00:00,SBEAN_BESS,58.08
