interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,spp
2025-01-08T01:00:00-06:00,2025-01-08 07:00:00+00:00,2025-01-08T02:00:00-06:00,2025-01-08 08:00:00+00:00,SBEAN_BESS,47.87
2025-01-08T02:00:00-06:00,2025-01-08 08:00:00+00:00,2025-01-08T03:00:00-06:00,2025-01-08 09:00:00+00:00,SBEAN_BESS,48.29
2025-01-08T03:00:00-06:00,2025-01-08 09:00:00+00:00,2025-01-08T04:00:00-06:00,2025-01-08 10:00:00+00:00,SBEAN_BESS,48.66
2025-01-08T04:00:00-06:00,2025-01-08 10:00:00+00:00,2025-01-08T05:00:00-06:00,2025-01-08 11:00:00+00:00,SBEAN_BESS,50.78
2025-01-08T05:00:00-06:00,2025-01-08 11:00:00+00:00,2025-01-08T06:00:00-06:00,2025-01-08 12:00:00+00:00,SBEAN_BESS,60.7
2025-01-08T06:00:00-06:00,2025-01-08 12:00:00+00:00,2025-01-08T07:00:00-06:00,2025-01-08 13:00:00+00:00,SBEAN_BESS,79.09
2025-01-08T07:00:00-06:00,2025-01-08 13:00:00+00:00,2025-01-08T08:00:00-06:00,2025-01-08 14:00:00+00:00,SBEAN_BESS,96.47
2025-01-08T08:00:00-06:00,2025-01-08 14:00:00+00:00,2025-01-08T09:00:00-06:00,2025-01-08 15:00:00+00:00,SBEAN_BESS,73.53
2025-01-08T09:00:00-06:00,2025-01-08 15:00:00+00:00,2025-01-08T10:00:00-06:00,2025-01-08 16:00:00+00:00,SBEAN_BESS,50.53
2025-01-08T10:00:00-06:00,2025-01-08 16:00:00+00:00,2025-01-08T11:00:00-06:00,2025-01-08 17:00:00+00:00,SBEAN_BESS,47.01
2025-01-08T11:00:00-06:00,2025-01-08 17:00:00+00:00,2025-01-08T12:00:00-06:00,2025-01-08 18:00:00+00:00,SBEAN_BESS,37.31
2025-01-08T12:00:00-06:00,2025-01-08 18:00:00+00:00,2025-01-08T13:00:00-06:00,2025-01-08 19:00:00+00:00,SBEAN_BESS,32.41
2025-01-08T13:00:00-06:00,2025-01-08 19:00:00+00:00,2025-01-08T14:00:00-06:00,2025-01-08 20:00:00+00:00,SBEAN_BESS,31.62
2025-01-08T14:00:00-06:00,2025-01-08 20:00:00+00:00,2025-01-08T15:00:00-06:00,2025-01-08 21:00:00+00:00,SBEAN_BESS,29.79
2025-01-08T15:00:00-06:00,2025-01-08 21:00:00+00:00,2025-01-08T16:00:00-06:00,2025-01-08 22:00:00+00:00,SBEAN_BESS,30.03
2025-01-08T16:00:00-06:00,2025-01-08 22:00:00+00:00,2025-01-08T17:00:00-06:00,2025-01-08 23:00:00+00:00,SBEAN_BESS,43.31
2025-01-08T17:00:00-06:00,2025-01-08 23:00:00+00:00,2025-01-08T18:00:00-06:00,2025-01-09 00:00:00+00:00,SBEAN_BESS,96.8
2025-01-08T18:00:00-06:00,2025-01-09 00:00:00+00:00,2025-01-08T19:00:00-06:00,2025-01-09 01:00:00+00:00,SBEAN_BESS,94.46
2025-01-08T19:00:00-06:00,2025-01-09 01:00:00+00:00,2025-01-08T20:00:00-06:00,2025-01-09 02:00:00+00:00,SBEAN_BESS,90.59
2025-01-08T20:00:00-06:00,2025-01-09 02:00:00+00:00,2025-01-08T21:00:00-06:00,2025-01-09 03:00:00+00:00,SBEAN_BESS,75.71
2025-01-08T21:00:00-06:00,2025-01-09 03:00:00+00:00,2025-01-08T22:00:00-06:00,2025-01-09 04:00:00+00:00,SBEAN_BESS,71.1
2025-01-08T22:00:00-06:00,2025-01-09 04:00:00+00:00,2025-01-08T23:00:00-06:00,2025-01-09 05:00:00+00:00,SBEAN_BESS,62.39
2025-01-08T23:00:00-06:00,2025-01-09 05:00:00+00:00,2025-01-09T00:00:00-06:00,2025-01-09 06:00:00+00:00,SBEAN_BESS,58.06
2025-01-09T00:00:00-06:00,2025-01-09 06:00:00+00:00,2025-01-09T01:00:00-06:00,2025-01-09 07:00:00+00:00,SBEAN_BESS,65.52
2025-01-09T01:00:00-06:00,2025-01-09 07:00:00+00:00,2025-01-09T02:00:00-06:00,2025-01-09 08:00:00+00:00,SBEAN_BESS,70.99
2025-01-09T02:00:00-06:00,2025-01-09 08:00:00+00:00,2025-01-09T03:00:00-06:00,2025-01-09 09:00:00+00:00,SBEAN_BESS,62.32
2025-01-09T03:00:00-06:00,2025-01-09 09:00:00+00:00,2025-01-09T04:00:00-06:00,2025-01-09 10:00:00+00:00,SBEAN_BESS,59.23
2025-01-09T04:00:00-06:00,2025-01-09 10:00:00+00:00,2025-01-09T05:00:00-06:00,2025-01-09 11:00:00+00:00,SBEAN_BESS,63.39
2025-01-09T05:00:00-06:00,2025-01-09 11:00:00+00:00,2025-01-09T06:00:00-06:00,2025-01-09 12:00:00+00:00,SBEAN_BESS,68.59
2025-01-09T06:00:00-06:00,2025-01-09 12:00:00+00:00,2025-01-09T07:00:00-06:00,2025-01-09 13:00:00+00:00,SBEAN_BESS,73.6
2025-01-09T07:00:00-06:00,2025-01-09 13:00:00+00:00,2025-01-09T08:00:00-06:00,2025-01-09 14:00:00+00:00,SBEAN_BESS,75.87
2025-01-09T08:00:00-06:00,2025-01-09 14:00:00+00:00,2025-01-09T09:00:00-06:00,2025-01-09 15:00:00+00:00,SBEAN_BESS,70.59
2025-01-09T09:00:00-06:00,2025-01-09 15:00:00+00:00,2025-01-09T10:00:00-06:00,2025-01-09 16:00:00+00:00,SBEAN_BESS,65.72
2025-01-09T10:00:00-06:00,2025-01-09 16:00:00+00:00,2025-01-09T11:00:00-06:00,2025-01-09 17:00:00+00:00,SBEAN_BESS,63.85
2025-01-09T11:00:00-06:00,2025-01-09 17:00:00+00:00,2025-01-09T12:00:00-06:00,2025-01-09 18:00:00+00:00,SBEAN_BESS,56.63
2025-01-09T12:00:00-06:00,2025-01-09 18:00:00+00:00,2025-01-09T13:00:00-06:00,2025-01-09 19:00:00+00:00,SBEAN_BESS,51.65
2025-01-09T13:00:00-06:00,2025-01-09 19:00:00+00:00,2025-01-09T14:00:00-06:00,2025-01-09 20:00:00+00:00,SBEAN_BESS,54.24
2025-01-09T14:00:00-06:00,2025-01-09 20:00:00+00:00,2025-01-09T15:00:00-06:00,2025-01-09 21:00:00+00:00,SBEAN_BESS,52.8
2025-01-09T15:00:00-06:00,2025-01-09 21:00:00+00:00,2025-01-09T16:00:00-06:00,2025-01-09 22:00:00+00:00,SBEAN_BESS,56.55
2025-01-09T16:00:00-06:00,2025-01-09 22:00:00+00:00,2025-01-09T17:00:00-06:00,2025-01-09 23:00:00+00:00,SBEAN_BESS,75.03
2025-01-09T17:00:00-06:00,2025-01-09 23:00:00+00:00,2025-01-09T18:00:00-06:00,2025-01-10 00:00:00+00:00,SBEAN_BESS,105.7
2025-01-09T18:00:00-06:00,2025-01-10 00:00:00+00:00,2025-01-09T19:00:00-06:00,2025-01-10 01:00:00+00:00,SBEAN_BESS,98.96
2025-01-09T19:00:00-06:00,2025-01-10 01:00:00+00:00,2025-01-09T20:00:00-06:00,2025-01-10 02:00:00+00:00,SBEAN_BESS,88.96
2025-01-09T20:00:00-06:00,2025-01-10 02:00:00+00:00,2025-01-09T21:00:00-06:00,2025-01-10 03:00:00+00:00,SBEAN_BESS,79.36
2025-01-09T21:00:00-06:00,2025-01-10 03:00:00+00:00,2025-01-09T22:00:00-06:00,2025-01-10 04:00:00+00:00,SBEAN_BESS,64.52
2025-01-09T22:00:00-06:00,2025-01-10 04:00:00+00:00,2025-01-09T23:00:00-06:00,2025-01-10 05:00:00+00:00,SBEAN_BESS,51.06
2025-01-09T23:00:00-06:00,2025-01-10 05:00:00+00:00,2025-01-10T00:00:00-06:00,2025-01-10 06:00:00+00:00,SBEAN_BESS,46.44
2025-01-10T00:00:00-06:00,2025-01-10 06:00:00+00:00,2025-01-10T01:00:00-06:00,2025-01-10 07:00:00+00:00,SBEAN_BESS,49.36
2025-01-10T01:00:00-06:00,2025-01-10 07:00:00+00:00,2025-01-10T02:00:00-06:00,2025-01-10 08:00:00+00:00,SBEAN_BESS,47.4
2025-01-10T02:00:00-06:00,2025-01-10 08:00:00+00:00,2025-01-10T03:00:00-06:00,2025-01-10 09:00:00+00:00,SBEAN_BESS,43.35
2025-01-10T03:00:00-06:00,2025-01-10 09:00:00+00:00,2025-01-10T04:00:00-06:00,2025-01-10 10:00:00+00:00,SBEAN_BESS,41.08
2025-01-10T04:00:00-06:00,2025-01-10 10:00:00+00:00,2025-01-10T05:00:00-06:00,2025-01-10 11:00:00+00:00,SBEAN_BESS,41.81
2025-01-10T05:00:00-06:00,2025-01-10 11:00:00+00:00,2025-01-10T06:00:00-06:00,2025-01-10 12:00:00+00:00,SBEAN_BESS,44.23
2025-01-10T06:00:00-06:00,2025-01-10 12:00:00+00:00,2025-01-10T07:00:00-06:00,2025-01-10 13:00:00+00:00,SBEAN_BESS,48.23
2025-01-10T07:00:00-06:00,2025-01-10 13:00:00+00:00,2025-01-10T08:00:00-06:00,2025-01-10 14:00:00+00:00,SBEAN_BESS,47.43
2025-01-10T08:00:00-06:00,2025-01-10 14:00:00+00:00,2025-01-10T09:00:00-06:00,2025-01-10 15:00:00+00:00,SBEAN_BESS,35.83
